caseid,task,resource,role,end_timestamp,pr_instances,tsk_start_inst,start_timestamp
Case51,Request For Payment REJECTED by BUDGET OWNER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 11:57:09,166,0,2018-10-31 11:12:43
Case65,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 12:03:41,167,0,2018-10-31 11:34:28
Case50,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 13:17:48,166,0,2018-10-31 12:33:34
Case40,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 13:44:34,166,2,2018-10-31 13:03:43
Case31,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 15:20:03,165,0,2018-10-31 14:37:47
Case40,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 16:06:55,165,0,2018-10-31 15:23:54
Case56,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 17:56:49,165,0,2018-10-31 17:12:26
Case55,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 18:47:59,164,0,2018-10-31 18:03:45
Case66,Request For Payment SAVED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-10-31 19:40:59,165,0,2018-10-31 19:11:48
Case23,Request For Payment SUBMITTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-10-31 20:08:47,165,2,2018-10-31 19:26:21
Case36,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-10-31 20:14:16,165,1,2018-10-31 19:31:31
Case57,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 20:54:20,164,0,2018-10-31 20:10:31
Case45,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-10-31 21:09:39,164,1,2018-10-31 20:25:01
Case58,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 21:23:56,164,1,2018-10-31 20:40:17
Case67,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 22:59:57,164,2,2018-10-31 22:30:57
Case31,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 23:14:54,164,1,2018-10-31 22:32:11
Case67,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 23:43:58,164,0,2018-10-31 23:00:15
Case61,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-10-31 23:58:34,164,0,2018-10-31 23:14:26
Case40,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 01:39:05,163,0,2018-11-01 00:56:19
Case68,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 01:59:08,164,0,2018-11-01 01:29:48
Case69,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 02:31:34,163,0,2018-11-01 02:02:12
Case23,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 04:05:29,162,1,2018-11-01 03:22:47
Case23,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 04:48:34,162,0,2018-11-01 04:05:47
Case70,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 07:24:52,162,2,2018-11-01 06:55:39
Case70,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 08:29:22,162,0,2018-11-01 07:44:56
Case71,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 08:37:32,163,2,2018-11-01 08:08:12
Case71,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 09:22:14,163,1,2018-11-01 08:37:50
Case72,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 10:01:55,164,2,2018-11-01 09:32:35
Case64,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 10:15:24,163,0,2018-11-01 09:31:30
Case73,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 10:37:45,165,2,2018-11-01 10:08:25
Case72,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 10:46:41,164,1,2018-11-01 10:02:13
Case73,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 11:22:31,165,2,2018-11-01 10:38:03
Case74,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 12:06:05,166,2,2018-11-01 11:36:49
Case51,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 12:27:55,166,0,2018-11-01 11:48:10
Case75,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 12:44:41,167,2,2018-11-01 12:15:21
Case74,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 13:21:49,167,0,2018-11-01 12:37:28
Case75,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 13:29:27,167,1,2018-11-01 12:44:59
Case76,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 14:14:11,168,2,2018-11-01 13:44:54
Case77,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 14:24:44,169,3,2018-11-01 13:55:24
Case77,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 15:11:17,169,0,2018-11-01 14:26:50
Case47,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 15:16:46,169,1,2018-11-01 14:36:20
Case76,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 15:20:05,169,0,2018-11-01 14:35:39
Case78,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 15:28:05,170,2,2018-11-01 14:58:45
Case55,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 15:49:26,170,3,2018-11-01 15:09:26
Case78,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 16:44:02,170,0,2018-11-01 15:59:42
Case79,Request For Payment SUBMITTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-11-01 17:01:50,171,2,2018-11-01 16:32:30
Case31,Request Payment,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-11-01 17:37:56,171,1,2018-11-01 16:54:49
Case79,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 18:07:21,171,0,2018-11-01 17:23:01
Case51,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 18:26:43,171,2,2018-11-01 17:43:12
Case55,Request For Payment APPROVED by ADMINISTRATION,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-11-01 19:20:19,171,1,2018-11-01 18:36:43
Case55,Request For Payment REJECTED by BUDGET OWNER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 20:03:30,171,0,2018-11-01 19:20:37
Case8,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-11-01 20:05:34,171,2,2018-11-01 19:20:15
Case80,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 21:33:18,171,2,2018-11-01 21:03:59
Case80,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 22:22:26,171,0,2018-11-01 21:37:58
Case41,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-11-01 22:29:32,171,2,2018-11-01 21:45:38
Case81,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 22:32:35,172,2,2018-11-01 22:03:29
Case67,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 23:14:39,171,0,2018-11-01 22:30:40
Case81,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 23:17:17,171,1,2018-11-01 22:32:53
Case82,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-01 23:26:10,172,2,2018-11-01 22:56:50
Case82,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 00:15:17,171,0,2018-11-01 23:30:50
Case51,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 00:33:40,171,1,2018-11-01 23:50:39
Case83,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 03:27:20,172,0,2018-11-02 02:57:44
Case55,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 04:43:59,171,0,2018-11-02 04:01:20
Case58,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 04:49:49,171,0,2018-11-02 04:10:39
Case84,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 08:14:00,170,2,2018-11-02 07:44:34
Case85,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 08:20:03,171,0,2018-11-02 07:50:29
Case84,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 09:02:32,171,0,2018-11-02 08:17:43
Case86,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 09:45:01,171,0,2018-11-02 09:15:26
Case87,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 10:25:31,171,2,2018-11-02 09:56:04
Case87,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 11:10:44,171,0,2018-11-02 10:25:53
Case88,Request For Payment SAVED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-11-02 11:50:07,172,0,2018-11-02 11:20:33
Case36,Payment Handled,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-11-02 12:28:47,172,2,2018-11-02 11:45:27
Case89,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 13:06:47,171,0,2018-11-02 12:37:15
Case45,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-11-02 13:17:26,170,2,2018-11-02 12:34:40
Case90,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 14:06:46,170,0,2018-11-02 13:37:12
Case91,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 16:14:06,170,2,2018-11-02 15:44:36
Case91,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 16:59:18,170,0,2018-11-02 16:14:27
Case92,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 17:25:18,171,0,2018-11-02 16:55:45
Case93,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 18:33:05,171,2,2018-11-02 18:03:34
Case51,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 19:08:00,171,0,2018-11-02 18:25:29
Case93,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-02 19:18:18,171,1,2018-11-02 18:33:23
Case94,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 07:50:47,171,2,2018-11-03 07:21:45
Case94,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 08:35:25,171,0,2018-11-03 07:51:05
Case95,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 10:13:23,172,0,2018-11-03 09:43:55
Case96,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 10:31:25,173,2,2018-11-03 10:02:08
Case96,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 11:15:42,172,1,2018-11-03 10:31:43
Case97,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 13:12:31,173,2,2018-11-03 12:43:22
Case97,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 13:57:09,173,0,2018-11-03 13:12:49
Case71,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 14:59:48,173,0,2018-11-03 14:15:46
Case70,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 15:02:11,173,0,2018-11-03 14:18:23
Case64,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 15:54:03,172,2,2018-11-03 15:12:16
Case74,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 19:09:28,172,0,2018-11-03 18:25:39
Case77,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 20:33:50,172,0,2018-11-03 19:50:08
Case64,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 20:49:54,172,0,2018-11-03 20:06:47
Case76,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 21:33:32,171,0,2018-11-03 20:49:46
Case78,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 22:26:28,171,0,2018-11-03 21:42:41
Case81,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 22:40:11,171,0,2018-11-03 21:56:06
Case79,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-03 23:48:14,170,0,2018-11-03 23:04:31
Case80,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-04 01:28:01,170,1,2018-11-04 00:43:56
Case75,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-04 02:06:26,170,2,2018-11-04 01:22:24
Case98,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-04 09:15:43,171,0,2018-11-04 08:46:12
Case99,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-04 09:43:02,172,1,2018-11-04 09:13:33
Case100,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-04 10:38:08,171,0,2018-11-04 10:08:38
Case101,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-04 11:48:15,171,0,2018-11-04 11:18:45
Case102,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-04 13:13:32,171,0,2018-11-04 12:44:02
Case103,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-04 13:47:30,171,0,2018-11-04 13:18:01
Case64,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-04 17:19:01,170,1,2018-11-04 16:36:09
Case72,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-11-04 22:12:52,170,1,2018-11-04 21:28:33
Case73,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-11-05 00:06:35,170,1,2018-11-04 23:22:12
Case82,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 01:40:03,170,1,2018-11-05 00:56:27
Case104,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 04:35:03,171,0,2018-11-05 04:05:47
Case47,Request Payment,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 2,2018-11-05 06:01:41,170,1,2018-11-05 05:18:10
Case105,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 08:52:27,171,0,2018-11-05 08:23:11
Case106,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 09:24:46,171,0,2018-11-05 08:55:30
Case107,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 10:43:05,171,0,2018-11-05 10:13:49
Case84,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 11:07:36,171,0,2018-11-05 10:22:47
Case78,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 11:34:16,170,2,2018-11-05 10:54:09
Case74,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 11:52:59,169,3,2018-11-05 11:12:49
Case108,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 11:54:17,170,4,2018-11-05 11:24:59
Case78,Request For Payment REJECTED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 12:17:22,170,0,2018-11-05 11:34:34
Case74,Request For Payment REJECTED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 12:36:25,170,0,2018-11-05 11:53:17
Case108,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 12:38:59,170,1,2018-11-05 11:54:35
Case109,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 13:06:17,171,0,2018-11-05 12:37:00
Case71,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 13:52:58,170,1,2018-11-05 13:12:56
Case87,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 13:54:01,170,0,2018-11-05 13:09:07
Case110,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 14:48:49,169,0,2018-11-05 14:19:34
Case111,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 16:34:48,169,0,2018-11-05 16:05:33
Case96,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 16:43:18,168,0,2018-11-05 15:58:41
Case94,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 17:16:48,169,0,2018-11-05 16:32:24
Case93,Request For Payment REJECTED by MISSING,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 17:23:41,168,1,2018-11-05 16:38:53
Case79,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 18:07:22,165,2,2018-11-05 17:27:04
Case112,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 18:09:48,166,3,2018-11-05 17:40:28
Case113,Request For Payment SUBMITTED by EMPLOYEE,res_f1d5d76e-73b3-4ad2-b5bc-b44969b003a7,Role 1,2018-11-05 18:31:11,167,4,2018-11-05 18:01:50
Case91,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 18:40:28,166,0,2018-11-05 17:55:39
Case79,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 18:50:30,167,0,2018-11-05 18:07:40
Case74,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 18:52:11,167,1,2018-11-05 18:09:32
Case112,Request For Payment APPROVED by PRE_APPROVER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 18:54:21,167,0,2018-11-05 18:10:06
Case31,Payment Handled,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 2,2018-11-05 18:54:49,167,2,2018-11-05 18:11:32
Case113,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 19:15:27,167,1,2018-11-05 18:31:29
Case114,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 21:34:02,167,2,2018-11-05 21:04:42
Case76,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 21:45:03,167,3,2018-11-05 21:04:53
Case97,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 21:45:27,166,0,2018-11-05 21:01:04
Case78,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 22:14:09,167,1,2018-11-05 21:31:33
Case114,Request For Payment FINAL_APPROVED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 22:18:45,167,1,2018-11-05 21:34:20
Case76,Request For Payment APPROVED by ADMINISTRATION,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 22:45:58,167,1,2018-11-05 22:02:49
Case115,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 23:24:51,168,2,2018-11-05 22:55:37
Case76,Request For Payment REJECTED by BUDGET OWNER,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-05 23:41:15,168,0,2018-11-05 22:59:02
Case115,Request For Payment REJECTED by SUPERVISOR,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-06 00:09:10,168,0,2018-11-05 23:25:09
Case116,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-06 00:59:53,169,0,2018-11-06 00:30:26
Case117,Request For Payment SAVED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-06 03:13:13,169,0,2018-11-06 02:43:47
Case79,Request For Payment REJECTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-06 04:18:04,168,0,2018-11-06 03:35:14
Case118,Request For Payment SUBMITTED by EMPLOYEE,res_c69c8e50-1285-46f6-a2dc-3b4fe9a350e1,Role 1,2018-11-06 04:49:18,169,2,2018-11-06 04:19:54
